Azienda,link1,link2,link3
CANTINE SAN MARCO SRL,https://www.sanmarcofrascati.it/,https://www.sanmarcofrascati.it/classica/,https://www.sanmarcofrascati.it/cantina/
CANTINE SPINELLI,https://www.cantinespinelli.it/,https://cantinespinelli.it/shop/,https://www.cantinespinelli.it/prodotti/
CANTINE VITEVIS S.C.A.,https://www.vitevis.com/,https://www.vitevis.com/en/winery/,https://www.vitevis.com/en/territory-colli-berici/
CANUS SRL SOCIETÀ AGRICOLA,http://canus.it/,https://canus.it/,https://canus.it/collections/all
CAPANNA,https://www.capannamontalcino.com/,http://www.rifugimonterosa.it/it/web/capanna-margherita-7,placeholder
CAPARZO S.R.L.,https://caparzo.it/,https://caparzo.it/index-eng.html,https://www.consorziobrunellodimontalcino.it/it/1417/caparzo
CAPETTA I.VI.P. S.P.A.,https://capetta.it/,https://capetta.it/storia,https://www.capetta.it/contatti
CAPEZZANA - TENUTA DI CAPEZZANA S.R.L.,http://www.capezzana.it/,https://capezzana.it/,https://capezzana.it/en/
CAPICHERA,https://capichera.it/en/,https://capichera.it/en/vini/,https://capichera.it/en/shop-online/
CAPITONI MARCO,https://capitoni.eu/,https://capitoni.eu/en/wines/,https://capitoni.eu/shop/
CAPPUCCINA SOCIETA AGRICOLA - ORGANIC PIONEERS,https://www.lacappuccina.it/,https://www.lacappuccina.it/it,https://www.lacappuccina.it/en/ecoblog/organic/video-organic-pioneers
CAPRILI,https://www.caprili.it/,https://www.caprili.it/privacy-policy/,https://www.consorziobrunellodimontalcino.it/it/1418/caprili
CARMINUCCI CASA VINICOLA,https://www.carminucci.com/,https://www.carminucci.com/collections,https://www.carminucci.com/pages/contatti
CARPENE' MALVOLTI S.P.A.,https://www.carpene-malvolti.com/ita/,https://www.carpene-malvolti.com/ita/intro,https://www.visitconegliano.it/aziende-vinicole/carpene-malvolti-spa/
CARPINETO GRANDI VINI DI TOSCANA,https://www.carpineto.com/,https://www.carpineto.com/shop/,https://www.carpineto.com/azienda
CARVINEA AZIENDA AGRICOLA,https://www.carvinea.com/,https://www.carvinea.com/azienda/,https://www.carvinea.com/negozio/
CASA CATELLI SRL,https://www.casacatelli.com/,https://www.casacatelli.com/privacy.html,https://www.wellcome.it/punti-vendita/piacenza/497/catelli
CASA DI MONTE,https://www.casadimonte.it/,https://www.casadimonte.it/vino/,https://www.casadimonte.it/prodotti/
CASA PALADIN,https://www.casapaladin.it/,https://www.casapaladin.it/contatti/,https://www.casapaladin.it/paladin/
CASA VINICOLA BARTALI A. E FIGLI S.R.L.,https://www.bartalivini.it/it,https://www.bartalivini.it/,http://www.bartali.tel/
CASA VINICOLA CALDIROLA S.P.A.,https://www.astidocg.it/consorziati/casa-vinicola-caldirola-spa/,https://www.prodottitipici.it/sito/caldirolait/,https://it.linkedin.com/company/casavinicolacaldirolaspa
CASA VINICOLA CANELLA S.P.A.,https://bellinicanella.com/,https://bellinicanella.com/contatti/,https://bellinicanella.com/en/
CASA VINICOLA COPPI,https://www.vinicoppi.it/,https://www.vinicoppi.it/casa-vinicola-coppi/,https://www.vinicoppi.it/shop/
CASA VINICOLA D'ANGELO,https://www.dangelowine.com/,https://www.dangelowine.com/shop/,https://www.dangelowine.com/vini/
CASA VINICOLA NATALE VERGA S.P.A.,http://www.verga.it/,http://www.verga.it/contatti.php,http://www.verga.it/azienda.php
CASA VINICOLA SETARO,https://casasetaro.it/,https://casasetaro.it/en/,https://casasetaro.it/wine-experience/
CASAL THAULERO S.R.L.,https://www.casalthaulero.it/,https://www.casalthaulero.it/it/vini,https://www.casalthaulero.it/it/contatti
CASALE DEL GIGLIO SOC. AGR. SRL,https://www.casaledelgiglio.it/,https://www.casaledelgiglio.it/casale-del-giglio/,https://www.casaledelgiglio.it/visite-guidate/
CASALFARNETO,https://www.casalfarneto.it/,https://www.casalfarneto.it/negozio/,https://www.casalfarneto.it/casalfarneto-vini-cantina/
CASALOSTE FATTORIA DI GIOVANNI BATTISTA D'ORSI,https://www.casaloste.com/,https://www.casaloste.com/en/,https://www.casaloste.com/1993-2023-trentanni-di-grandi-vini/
CASAROTTO SOC. AGRICOLA,http://www.vinicasarotto.com/,http://www.vinicasarotto.com/it/contatti,https://www.lely.com/it/allevatori/soc-agr-casarotto-bruno-c/
CASCINA ADELAIDE SOCIETA' SEMPLICE AGRICOLA,https://www.cascinaadelaide.com/,https://www.cascinaadelaide.com/contatti.aspx,https://www.cascinaadelaide.com/cantina.aspx
CASCINA BOSCHETTI GOMBA,https://www.gombaboschetti.it/,https://www.gombaboschetti.it/benvenuto,https://www.gombaboschetti.it/photos
CASCINA CARLÒT DI CLAUDIO MO,http://www.cascinacarlot.it/,http://www.cascinacarlot.it/visitacantina.aspx,http://www.cascinacarlot.it/vini.html
CASCINA CASTLET,https://www.cascinacastlet.com/,https://www.cascinacastlet.com/it/vini,https://www.cascinacastlet.com/it/cantina/cantina-senza-barriere
CASCINA CHICCO SOCIETA' AGRICOLA SEMPLICE,https://www.cascinachicco.com/,https://cascinachicco.com/en,https://www.ufficiocamerale.it/8954/cascina-chicco-societa-agricola-semplice-siglabile-anche-come-cascina-chicco-ssa-e-chicco-ssa
CASCINA DEL COLLE DI D'ONOFRIO A. & C. S.S.,https://www.lacascinadelcolle.it/,https://www.lacascinadelcolle.it/it/vini.php,https://www.lacascinadelcolle.it/it/contatti.php
CASCINA LA POLASTRA SOCIETÀ SEMPLICE AGRICOLA,https://www.lapolastra.it/,https://www.lapolastra.it/news/,placeholder
CASCINA PIAN D'OR AZIENDA AGRICOLA DI BARBERO VALTER,https://www.cascinapiandor.com/,https://www.cascinapiandor.com/it/contatti.php,https://www.lavinium.it/vino_nel_bicchiere/cascina-pian-dor-azienda-agricola-cascina-pian-dor-di-barbero-valter/
CASCINA SALERIO,https://www.foodedrinkconsulting.it/cascina-salerio/,https://www.xtrawine.com/ch/it/produttori/cascina-salerio/1604,https://colpodivino.com/cascina-salerio-di-bianco-giuliana-maria/
CASCINA SOT AZIENDA AGRICOLA DI SANSO MAURIZIO,https://cascinasot.com/,https://cascinasot.com/contact/,https://cascinasot.shop/
CASETTA F.LLI S.N.C. DI CASETTA ERNESTO & C.,https://flli-casetta.it/,https://www.aziendavinicolacasetta.it/,https://flli-casetta.it/vini-rari/
CASTEL JUVAL - UNTERORTL,https://www.unterortl.it/en/home/1-0.html,https://www.unterortl.it/en/winery-distillery/cellar/6-0.html,https://www.pursuedtirol.com/it/weingut-unterortl-castel-juval/
CASTELFEDER,https://castelfeder.it/,https://castelfeder.it/it,https://castelfeder.it/wine
CASTELLANI,https://www.castellaniprato.edu.it/,https://www.castellaniprato.edu.it/dove-siamo/,https://www.castellaniprato.edu.it/visualizza-circolari/
CASTELLANI MICHELE & FIGLI SRL,https://www.castellanimichele.it/,https://www.castellanimichele.it/en/,https://www.castellanimichele.it/azienda/
CASTELLI DEL GREVEPESA S.C.A.,https://www.castellidelgrevepesa.it/,https://www.castellidelgrevepesa.it/prodotti/,https://www.castellidelgrevepesa.it/en/
CASTELLO DEI RAMPOLLA - AZIENDA AGRICOLA S. LUCIA IN FAULLE,https://www.callmewine.com/cantina/castello-dei-rampolla-B985.htm,https://www.castellodeirampolla.it/,https://www.castellodeirampolla.it/santa-lucia-in-faulle/
CASTELLO DEL TREBBIO,https://www.castellodeltrebbio.it/,https://www.castellodeltrebbio.it/it/degustazioni-di-vino-chianti/,https://www.castellodeltrebbio.it/it/agriturismo-ristorante-toscana/
CASTELLO DI BOLGHERI,https://www.castellodibolgheri.com/,https://www.castellodibolgheri.com/it,https://www.castellodibolgheri.com/en/winery
CASTELLO DI BOSSI,https://www.castellodibossi.it/,https://www.castellodibossi.it/en,https://www.castellodibossi.it/contatti
CASTELLO DI CACCHIANO,https://shop.castellodicacchiano.it/,https://www.chianticlassico.com/aziende/castello-di-cacchiano/,https://shop.castellodicacchiano.it/nl/eur/it/tos.html
CASTELLO DI GABBIANO,https://www.castellogabbiano.it/it/,https://www.castellogabbiano.it/it/castello-di-gabbiano-web-site/,https://www.ilcavalieredigabbiano.it/castello-di-gabbiano/
CASTELLO DI GABIANO,https://castellodigabiano.com/it/,https://www.castellodigabianowine.it/it/home,https://castellodigabiano.com/it/vini/
CASTELLO DI MONSANTO,https://www.castellodimonsanto.it/,https://www.castellodimonsanto.it/en/wines,https://www.castellodimonsanto.it/en/visit-monsanto
CASTELLO DI NEIVE SARL UNIPERSONALE,https://www.castellodineive.it/,https://www.castellodineive.it/visite,https://www.castellodineive.it/vini
CASTELLO DI OLIVETO,https://castellooliveto.it/,https://castellitoscani.com/oliveto/,https://castellooliveto.it/castello/
CASTELLO DI QUERCETO SOC. AGR. S.P.A.,https://www.castellodiquerceto.it/,https://www.castellodiquerceto.it/prodotti/,https://www.castellodiquerceto.it/visite/
CASTELLO DI RONCADE SOC. AGR. DI CIANI BASSETTI CLAUDIO E C. S.S.,https://www.castellodironcade.com/,https://www.castellodironcade.com/il-castello/,https://www.ufficiocamerale.it/9337/castello-di-roncade-societa-agricola-di-ciani-bassetti-claudio-e-c-ss
CASTELLO DI UVIGLIE,https://castellodiuviglie.com/,https://www.castellodiuviglie.com/visite.php,https://www.castellodiuviglie.com/contatti.php
CASTELLO DI VERDUNO S.S.A.,https://www.cantinecastellodiverduno.it/,https://visit.cantinecastellodiverduno.it/,https://www.cantinecastellodiverduno.it/i-vini/
CASTELLO DI VERRAZZANO,https://www.verrazzano.com/,https://www.verrazzano.com/en/,https://www.verrazzano.com/i-nostri-vini/
CASTELLO DI VOLPAIA,https://volpaia.com/,https://volpaia.com/degustazioni/,https://volpaia.com/en/
CASTELLO ROMITORIO,https://www.castelloromitorio.com/,https://www.castelloromitorio.com/Defaulten.aspx,https://www.consorziobrunellodimontalcino.it/it/1425/castello-romitorio
CASTELLO SONNINO - BARONE DE RENZIS SONNINO SOCIETA' AGRICOLA A R.L.,https://castellosonnino.it/contatti/,https://castellosonnino.it/,https://castellosonnino.it/tenuta/
CASTELLO TRICERCHI,https://castellotricerchi.com/,https://castellotricerchi.com/cookie-policy/,https://castellotricerchi.com/privacy-policy/
CASTELLO VICCHIOMAGGIO S.R.L.,https://www.vicchiomaggio.it/,https://www.vicchiomaggio.it/degustazioni-vini-chianti,https://www.vicchiomaggio.it/agriturismo-ristorante-toscana
CASTELVECCHIO di FILIPPO ROCCHI,https://www.castelvecchio.it/,https://www.castelvecchio.it/noi-e-il-vino/,https://www.castelvecchio.it/prodotto/olio-extra-vergine-di-oliva-bio-castelvecchio/
CASTIGLION DEL BOSCO,https://wine.castigliondelbosco.com/,https://www.castigliondelbosco.com/,https://www.rosewoodhotels.com/it/castiglion-del-bosco
CASTORANI,https://castorani.it/,https://www.castoranipaolo.it/,https://www.asp2teramo.it/istituto-castorani
CATAWIKI B.V.,https://www.catawiki.com/it/,https://www.catawiki.com/it/c/165-monete-e-francobolli,https://www.catawiki.com/it/help/about
CAUDRINA,https://www.caudrina.it/,https://www.caudrina.it/en,https://www.bottegadelvinomoscato.it/produttori/azienda-agricola-di-dogliotti-romano
CAVALLOTTO TENUTA BRICCO BOSCHIS,https://www.cavallotto.com/,https://www.cavallotto.com/vini/,https://www.cavallotto.com/contatti/
CAVAZZA AZIENDA AGRICOLA,https://cavazzawine.com/,https://www.oliocavazza.it/,https://www.aziendaagricolacavazza.com/
CAVIRO SOC. COOP. AGRICOLA,https://www.caviro.com/,https://www.caviro.com/vino/,https://www.caviro.com/il-gruppo/
CAVIT SC,https://www.cavit.it/,https://shoponline.cavit.it/,https://www.cavit.it/en/
CDF WINERY S.R.L.,https://cdfwinery.it/,https://it.linkedin.com/company/cdf-winery,https://www.ufficiocamerale.it/8258/ca-dei-falchi-srl
CELESTINO PECCI,http://www.aziendapeccicelestino.com/,http://www.aziendapeccicelestino.com/it/Contatti/,https://www.consorziobrunellodimontalcino.it/it/1516/celestino-pecci
CENTRO SERVIZI COPAGRI SRL,https://copagri.org/,https://copagri.org/caa-caf-agri/,http://www.copagrilombardia.it/
CESARI GERARDO S.P.A.,https://www.cesari.it/,https://www.cesari.it/index.php?lang=en,https://www.cesari.it/contatti-gerardo-cesari.php?lang=it
CHAMBER OF COMMERCE AND INDUSTRY OF SERBIA,https://en.pks.rs/,https://en.pks.rs/about,https://nip.rs/en/about/chamber-of-commerce-and-industry-of-serbia
CHERCHI GIOVANNI MARIA AZIENDA VINICOLA S.R.L.,https://www.vinicolacherchi.com/,https://www.vinicolacherchi.com/produzione-vini-sardegna/linea-i-classici/,https://www.vinicolacherchi.com/vini/cagnulari-isola-dei-nuraghi-igt/
CHIANTI TRAMBUSTI S.R.L.,https://chiantitrambusti.it/en/,https://chiantitrambusti.it/en/prodotto/chianti-d-o-c-g/,https://chiantitrambusti.it/en/prodotto/chianti-2/
CHIARLI,https://www.chiarli.it/it/,https://www.chiarli.it/it/chiarli-modena/prodotti/,https://www.chiarli.it/it/chiarli-modena/cantina/
CHIARLO MICHELE S.R.L. AZIENDA VITIVINICOLA,https://www.michelechiarlo.it/,https://www.michelechiarlo.it/vini/,https://www.michelechiarlo.it/en/
CHIOCCIOLI ALTADONNA S.R.L.,https://www.chiocciolialtadonna.it/,https://www.chioccioli.it/,https://www.chioccioli.it/vino-chianti-toscana/
CIA-AGRICOLTORI ITALIANI,https://www.cia.it/,https://www.cia.it/chi-siamo/la-cia/,https://www.cia.it/servizi/
CIABOT BERTON,https://www.ciabotberton.it/en/,https://www.ciabotberton.it/en/privacy-policy/,https://11734-it.all.biz/
CIELO E TERRA S.P.A. SOCIETA' BENEFIT,https://cieloeterravini.com/,https://cieloeterravini.com/vini/,https://cieloeterravini.com/contatti/
CIPRIANA SOCIETA' AGRICOLA S.R.L.,https://www.lacipriana.com/,https://www.lacipriana.com/acquista,https://www.lacipriana.com/famiglia
CITILLE DI SOPRA,https://www.citille.it/,https://citille-disopra.company.site/,https://www.citille.it/it/citille-di-sopra
CITRA VINI,https://www.citra.it/it,https://www.citra.it/it/contatti,https://www.citra.it/it/vini/montepulciano
CIVILTA' DEL BERE - EDITORIALE LARIANA S.R.L.,https://www.civiltadelbere.com/,https://store.civiltadelbere.com/spedizioni-resi-e-pagamenti/,https://laciviltadelbere.com/
CLAUDIO QUARTA VIGNAIOLO,https://claudioquarta.it/,https://shop.claudioquarta.it/,https://claudioquarta.it/it/vini
COCCHI - GIULIO COCCHI SPUMANTI S.R.L.,https://www.cocchi.it/,https://www.cocchi.it/spumanti/,https://www.cocchi.it/cocchi/contatti/
CODICE VINO AZIENDE AGRICOLE SRL,https://nododivino.it/en/home-en/,http://www.abruzzoimpresa.it/focus/codice-vino-la-terra-d-abruzzo-racchiusa-in-una-cantina.html?userlang=en,https://www.ufficiocamerale.it/3236/agri-wine-italy-srl-societa-agricola
COL D'ORCIA,https://www.coldorcia.it/,https://www.coldorcia.it/section/vini-montalcino,https://www.coldorcia.it/e-commerce/article/brunello-docg
COL DE MAR,https://coldemar.it/,https://coldemar.it/prodotti/,placeholder
COL DEI FRANCHI,https://coldeifranchi.it/,https://coldeifranchi.it/product/22761817/box-3-col-dei-franchi?lang=en_US,https://www.facebook.com/COLdeiFRANCHI/?locale=it_IT
COL DI LAMO,https://coldilamo.com/,https://coldilamo.com/la-cantina/,https://www.consorziobrunellodimontalcino.it/it/1433/col-di-lamo
COL DOVIGO AZIENDA AGRICOLA S.S.,https://www.coldovigo.com/,https://www.coldovigo.com/vini,https://www.coldovigo.com/visite-e-degustazioni
COL SANDAGO,https://www.colsandago.it/,https://www.colsandago.it/wildbacher/il-wildbacher-di-col-sandago/,https://www.colsandago.it/en/
COL VETORAZ SPUMANTI,https://www.colvetoraz.it/it/,https://www.colvetoraz.it/it/vini,https://www.colvetoraz.it/it/azienda
COLFERAI AZIENDA VINICOLA S.R.L.,https://www.colferai.it/,https://www.colferai.it/prodotti/wine-in-box/,https://www.colferai.it/prodotti/
COLI S.P.A.,https://coli.it/,https://coli.it/contatti/,https://coli.it/en/home-english/
COLLALTO,https://www.cantine-collalto.it/,https://shop.cantine-collalto.it/,https://www.cantine-collalto.it/prodotti/i-vini/
COLLAVINI - EUGENIO COLLAVINI VITICULTORI,https://collavini.it/,https://collavini.it/vini-bianchi/,https://collavini.it/vini-spumanti/
COLLAZZI,https://www.collazzi.it/it/,https://www.collazzi.it/it/tenuta/,https://www.collazzi.it/wp-content/uploads/2023/03/privacy_collazzi.pdf
COLLE BERETO,https://www.collebereto.it/,https://www.cafecollebereto.com/it/,https://www.collebereto.it/cantina.html
COLLE CERE',https://www.collecere.com/,https://www.collecere.com/ita/nostri-vini.php,https://www.golosoecurioso.it/it/colle-cere
COLLE MANORA,https://www.collemanora.it/,https://www.collemanora.it/i-vini/,https://www.collemanora.it/shop/
COLLEFRISIO,https://www.collefrisio.it/,https://www.collefrisio.it/i-vini-collefrisio/,https://www.collefrisio.it/la-cantina/
COLLEMASSARI S.P.A.,https://www.collemassariwines.it/,https://www.collemassariwines.it/estates/castello-collemassari/the-estate/,https://www.collemassariwines.it/estates/castello-collemassari/
COLLEMATTONI,https://www.collemattoni.it/,https://collemattoni.it/home-eng.php,https://www.consorziobrunellodimontalcino.it/it/1436/collemattoni
COLLEVITE S.R.L. - CANTINE DELLA MARCA,https://www.collevite.com/,https://www.collevite.com/wines/,https://www.collevite.com/?lang=en
COLOGNOLA TENUTA MUSONE,https://www.tenutamusone.com/,https://www.tenutamusone.com/vini-colognola/,https://www.tenutamusone.com/portfolio-category/bianchi/
COLOGNOLE,https://www.colognole.it/,http://www.colognole.org/,https://www.colognole.it/territorio
COLSALIZ AZIENDA AGRICOLA DI FAGANELLO ANTONIO,https://www.winedering.com/it/winery-azienda-agricola-colsaliz-di-antonio-faganello_d648,https://www.prosecco.it/it/scheda-cantina/colsaliz/,https://www.ufficiocamerale.it/5110/azienda-agricola-colsaliz-di-faganello-antonio
COLTERENZIO,https://www.colterenzio.it/it/,https://www.colterenzio.it/it/i-vini/,https://www.colterenzio.it/it/wine-shop/
COMMENDA MAGISTRALE SOC. AGR. DEL SALENTO,https://www.commendamagistrale.com/,https://www.ufficiocamerale.it/3040/commenda-magistrale-societa-consortile-agricola-del-salento-a-rl,placeholder
CONCA D'ORO FATTORIA,https://www.fattoriaconcadoro.com/,https://www.fattoriaconcadoro.com/i-vini/,https://www.fattoriaconcadoro.com/contatti/
CONDIFESA VERONA CODIVE SOC COOP,https://www.codive.it/,https://www.codive.it/prezzi/,https://www.codive.it/products/ranking.html
CONSELVE VIGNETI E CANTINE SCA PADIGLIONE 4 STAND C1,https://www.cantinaconselve.it/,https://www.facebook.com/www.cantinaconselve.it/,https://www.cantinaconselve.it/cantina/
CONSORZI AGRARI D'ITALIA SPA,https://www.consorziagrariditalia.it/,https://www.consorziagrariditalia.it/sedi-e-agenzie/,https://www.consorziagrariditalia.it/contatti/
CONSORZIO CHIANTI COLLI FIORENTINI FIRENZE,https://www.chianti-collifiorentini.it/,https://www.chianti-collifiorentini.it/aziende/,https://www.chianti-collifiorentini.it/contatti/
CONSORZIO CHIANTI COLLI SENESI,http://www.consorziochianticollisenesi.it/,http://www.consorziochianticollisenesi.it/contatti/,https://www.chianti.it/pianetavino/colli-senesi/
CONSORZIO CHIANTI RÙFINA,https://www.chiantirufina.it/,https://www.chiantirufina.com/produttori/,https://www.consorziovinochianti.it/aziende/category/chianti-rufina/
CONSORZIO CONEGLIANO VALDOBBIADENE PROSECCO DOCG,https://www.prosecco.it/it/,https://www.prosecco.it/it/consorzio/,https://www.prosecco.it/en/
CONSORZIO DEL VINO BRUNELLO DI MONTALCINO,https://www.consorziobrunellodimontalcino.it/,https://www.consorziobrunellodimontalcino.it/it/592/cantine,https://www.consorziobrunellodimontalcino.it/en/home/home
CONSORZIO DEL VINO NOBILE DI MONTEPULCIANO,https://www.consorziovinonobile.it/,https://www.consorziovinonobile.it/contatti/,https://www.consorziovinonobile.it/en/
CONSORZIO DEL VINO VERNACCIA DI SAN GIMIGNANO,https://vernaccia.it/,https://vernaccia.it/il-consorzio/contatti/,https://vernaccia.it/produttori/
CONSORZIO DI TUTELA DEI VINI CERASUOLO DI VITTORIA DOCG E VITTORIA DOC,https://www.cerasuolovittoria.it/,https://www.cerasuolovittoria.it/contatti/,https://www.facebook.com/CerasuoloVittoria/
CONSORZIO DI TUTELA DEI VINI DI VALTELLINA,https://www.vinidivaltellina.it/,https://www.vinidivaltellina.it/produttori/lista-produttori/,https://www.vinidivaltellina.it/vini-di-valtellina/consorzio-di-tutela/
CONSORZIO DI TUTELA DEL CHIARETTO E DEL BARDOLINO,https://consorziobardolino.it/,https://consorziobardolino.it/contatti/,https://consorziobardolino.it/organigramma/
CONSORZIO DI TUTELA DEL PRIMITIVO DI MANDURIA DOC E DOCG,https://www.consorziotutelaprimitivo.com/,https://www.consorziotutelaprimitivo.com/organigramma,https://www.consorziotutelaprimitivo.com/soci
CONSORZIO DI TUTELA DEL PROSECCO DOC,https://www.prosecco.wine/,https://www.prosecco.wine/contatti/,https://www.prosecco.wine/produttori/
CONSORZIO DI TUTELA VALDARNO DI SOPRA DOC,https://www.valdarnodisopradoc.it/,https://www.valdarnodisopradoc.it/contatti/,https://www.facebook.com/p/Valdarno-di-Sopra-DOC-100035605286469/
CONSORZIO DI TUTELA VINI DOC MERLARA,http://www.merlara.wine/,https://www.merlara.wine/contatti/,https://www.enricobrunelli.com/consorzio-tutela-vini-merlara-doc-sito-web/
CONSORZIO DI TUTELA VINI DOC SICILIA,https://siciliadoc.wine/,https://siciliadoc.wine/contatti/,https://siciliadoc.wine/il-consorzio/
CONSORZIO GARDA DOC,https://www.gardadocvino.it/,https://www.gardadocvino.it/it/,https://www.gardadocexperience.com/
CONSORZIO PER LA TUTELA DEI VINI ETNA DOC,https://consorzioetnadoc.com/en/,https://www.consorzioetnadoc.com/consorzio-e-produttori,https://www.consorzioetnadoc.com/produttori
CONSORZIO PER LA TUTELA DEI VINI VALPOLICELLA,https://www.consorziovalpolicella.it/,https://www.consorziovalpolicella.it/contatti-consorzio-tutela-vini-valpolicella/,https://www.consorziovalpolicella.it/en/
CONSORZIO PER LA TUTELA DEL FRANCIACORTA,https://franciacorta.wine/it/,https://franciacorta.wine/it/cantine/,https://franciacorta.wine/it/contatti/
CONSORZIO TUTELA NEBBIOLI ALTO PIEMONTE,https://www.consnebbiolialtop.it/,https://www.consnebbiolialtop.it/contatti.html,https://www.consnebbiolialtop.it/aziende.html
CONSORZIO TUTELA VINI ARCOLE DOC,https://arcoledoc.com/privacy-policy/,https://www.uvive.it/zone-e-consorzi/consorzio-tutela-vini-arcole~1.html,https://www.ufficiocamerale.it/7965/consorzio-per-la-tutela-dei-vini-doc-arcole
CONSORZIO TUTELA VINI DELLA MAREMMA TOSCANA,https://www.consorziovinimaremma.it/,https://www.consorziovinimaremma.it/vini/,https://www.fsnews.it/it/eventi/gourmet/2021/4/9/consorzio-maremma-toscana-identita-terra-e-vino.html
CONSORZIO TUTELA VINI DELLE VENEZIE DOC PINOT GRIGIO,https://dellevenezie.it/,https://dellevenezie.it/info/,https://dellevenezie.it/pinot-grigio/la-doc-delle-venezie/
CONSORZIO TUTELA VINI SOAVE E RECIOTO DI SOAVE,https://www.ilsoave.com/,https://www.ilsoave.com/consorzio/,https://www.ilsoave.com/contact/
CONSORZIO TUTELA VINO CUSTOZA DOC,https://custoza.wine/,https://custoza.wine/contatti/,https://www.bibenda.it/attivita_singola.php?id=3219
CONSORZIO TUTELA VINO LESSINI DURELLO DOC,https://montilessini.com/,https://montilessini.com/contatti/,https://montilessini.com/produttori-vino-durello/
CONSORZIO VINI ALTO ADIGE,https://www.vinialtoadige.com/it/home/1-0.html,https://www.vinialtoadige.com/it/dati-e-media/chi-siamo/194-0.html,https://www.altoadigewines.com/files/content/123838_13208_3_2106/determinazione-del-rup-n-1-del-06042021.pdf
CONSORZIO VINI ASOLO MONTELLO,https://www.asolomontello.it/,https://www.asolomontello.it/contatti/,https://www.asolomontello.it/i-soci/
CONSORZIO VINI DEL TRENTINO,https://vinideltrentino.com/,https://vinideltrentino.com/acquista-online/,https://www.facebook.com/trentinoandwine/
CONSORZIO VINI VENEZIA,https://www.consorziovinivenezia.it/,https://www.consorziovinivenezia.it/fondo-europeo-agricolo/,https://dellevenezie.it/
CONSORZIO VINO CHIANTI,https://www.consorziovinochianti.it/,https://www.consorziovinochianti.it/aziende/,https://www.consorziovinochianti.it/consorzio/
CONSORZIO VINO CHIANTI CLASSICO,https://www.chianticlassico.com/,https://www.chianticlassico.com/contatti/,https://www.consorziovinochianti.it/
CONSORZIO VOLONTARIO PER LA TUTELA DEI VINI COLLI EUGANEI,https://www.collieuganeidoc.com/,https://www.collieuganeidoc.com/contatti,https://www.collieuganeidoc.com/vini
CONSORZIO VOLONTARIO PER LA TUTELA E LA VALORIZZAZIONE DEI VINI A DOC DELL'ISOLA DI PANTELLERIA,https://consorziodipantelleria.it/,https://www.vinipantelleriadoc.it/,https://www.facebook.com/vinipantelleriadoc/
CONTARINI VINI E SPUMANTI S.R.L.,https://contarinivini.it/,https://contarinivini.it/prodotti/,https://contarinivini.it/contatti/
CONTE D'ATTIMIS-MANIAGO,https://www.contedattimismaniago.it/,https://www.contedattimismaniago.it/privacy-policy/,https://www.turismofvg.it/it/tastefvg/conte-d-attimis-maniago
CONTE GUICCIARDINI,https://www.guicciardini1199.it/,https://www.guicciardini1199.it/contatti/,https://www.svinando.com/conte-guicciardini
CONTE LEOPARDI,https://www.conteleopardi.com/,https://www.conteleopardi.com/online-store,https://www.conteleopardi.com/video
CONTE ONOFRIO SPAGNOLETTI ZEULI AZ. AGR.,https://www.contespagnolettizeuli.it/,https://www.contespagnolettizeuli.it/punti-vendita/,https://www.contespagnolettizeuli.it/contatti/
CONTE OTTAVIO PICCOLOMINI D'ARAGONA S.R.L.,https://www.vinipiccolomini.it/collections/rossi,https://www.beverfood.com/carne_produttore/conte-ottavio-piccolomini-d-aragona-srl.html,https://www.trustedshops.it/valutazione-del-negozio/info_X06FFA819B24C6BA20B787F0E7B4EBA26.html
CONTERNO FANTINO,https://www.conternofantino.it/,http://www.conternofantino.it/home.html,https://www.conternofantino.it/home_en.html
CONTESA AZIENDA AGRICOLA,https://contesa.it/,https://contesa.it/vini/,https://contesa.it/storia/
CONTI CAPPONI - VILLA CALCINAIA,https://www.conticapponi.it/calcinaia/,https://www.conticapponi.it/calcinaia/history/,https://www.conticapponi.it/calcinaia/activities/
CONTINI - AZIENDA VINICOLA ATTILIO CONTINI,https://vinicontini.com/,https://vinicontini.com/vini/,https://vinicontini.com/esperienze/
CONTRI SPUMANTI S.P.A.,https://contrispumanti.com/it,https://contrispumanti.com/it/vini,https://contrispumanti.com/it/contatti
CONTUCCI,https://www.contucci.it/,https://www.contucci.it/it/prodotti,https://wineclub.contucci.it/it/wine-club/
COPPI - VIGNE MARINA COPPI,https://www.vignemarinacoppi.com/,http://vignemarinacoppi.com/index.php?lan=1,https://www.tannico.it/cantina/vigne-marina-coppi.html
COPPO S.R.L.,https://www.coppo.it/,https://visit.coppo.it/it/,https://www.coppo.it/i-nostri-vini/alta-langa-docg-luigi-coppo/
CORDERO DI MONTEZEMOLO SOC. AGR. MONFALLETTO S.S.,https://www.corderodimontezemolo.com/,https://www.corderodimontezemolo.com/visita-in-cantina/,https://www.corderodimontezemolo.com/vini/
CORSICAN GROUPE UVAL,https://www.vinatis.it/maisons/corsican-groupe-uval,placeholder,placeholder
CORTE ADAMI SOCIETÀ AGRICOLA VITIVINICOLA,https://www.corteadami.it/,https://www.corteadami.it/contatti-visite/,https://www.ufficiocamerale.it/6542/corte-adami-societa-semplice-agricola-vitivinicola-di-adami-andrea-c-o-anche-brevemente-corte-adami-societa-agricola-vitivinicola
